date,sku_id,units_sold,store_id,promotion_active,discount_percentage,weather_condition,temperature_c,category,unit_cost,selling_price,current_stock,reorder_point,lead_time_days,day_of_week,month,is_weekend,sales_lag_1,sales_lag_7,sales_lag_14,rolling_mean_7,rolling_std_7,predicted_demand,inventory_status,demand_type
2025-09-14,SKU_001,33,STORE_02,0,0,Stormy,20.1,Groceries,89.11,173.34,225,59,3,6,9,1,8.0,28.0,36.0,22.142857142857142,11.936339073442513,29.98,Overstock Risk,Regular Demand
2025-09-15,SKU_001,32,STORE_01,0,0,Stormy,32.4,Groceries,89.11,173.34,225,59,3,0,9,0,33.0,24.0,14.0,22.857142857142858,12.482368517614104,26.34,Overstock Risk,Regular Demand
2025-09-16,SKU_001,26,STORE_03,0,0,Clear,19.0,Groceries,89.11,173.34,225,59,3,1,9,0,32.0,25.0,24.0,24.0,12.961481396815715,22.88,Overstock Risk,Regular Demand
2025-09-17,SKU_001,11,STORE_01,0,0,Clear,15.1,Groceries,89.11,173.34,225,59,3,2,9,0,26.0,10.0,28.0,24.142857142857142,12.979837844757164,12.82,Overstock Risk,Regular Demand
2025-09-18,SKU_001,20,STORE_01,1,10,Rainy,22.0,Groceries,89.11,173.34,225,59,3,3,9,0,11.0,17.0,2.0,24.285714285714285,12.802529511966055,20.34,Overstock Risk,Regular Demand
2025-09-19,SKU_001,12,STORE_03,0,0,Sunny,24.7,Groceries,89.11,173.34,225,59,3,4,9,0,20.0,43.0,16.0,24.714285714285715,12.566016150903266,13.9,Overstock Risk,Regular Demand
2025-09-20,SKU_001,19,STORE_02,0,0,Stormy,19.4,Groceries,89.11,173.34,225,59,3,5,9,1,12.0,8.0,34.0,20.285714285714285,10.30718658209384,19.23,Overstock Risk,Regular Demand
2025-09-21,SKU_001,24,STORE_01,0,0,Stormy,28.3,Groceries,89.11,173.34,225,59,3,6,9,1,19.0,33.0,28.0,21.857142857142858,8.85867882227313,23.21,Overstock Risk,Regular Demand
2025-09-22,SKU_001,20,STORE_03,0,0,Clear,31.2,Groceries,89.11,173.34,225,59,3,0,9,0,24.0,32.0,24.0,20.571428571428573,7.5245629520290205,19.71,Overstock Risk,Regular Demand
2025-09-23,SKU_001,29,STORE_01,0,0,Rainy,18.9,Groceries,89.11,173.34,225,59,3,1,9,0,20.0,26.0,25.0,18.857142857142858,5.6103645582253066,26.58,Overstock Risk,Regular Demand
2025-09-24,SKU_001,1,STORE_01,0,0,Rainy,29.8,Groceries,89.11,173.34,225,59,3,2,9,0,29.0,11.0,10.0,19.285714285714285,6.31702160078324,9.52,Overstock Risk,Regular Demand
2025-09-25,SKU_001,21,STORE_02,0,0,Clear,17.4,Groceries,89.11,173.34,225,59,3,3,9,0,1.0,20.0,17.0,17.857142857142858,9.044861735235315,20.08,Overstock Risk,Regular Demand
2025-09-26,SKU_001,34,STORE_01,0,0,Rainy,18.1,Groceries,89.11,173.34,225,59,3,4,9,0,21.0,12.0,43.0,18.0,9.092121131323914,29.13,Overstock Risk,Regular Demand
2025-09-27,SKU_001,22,STORE_02,0,0,Stormy,16.6,Groceries,89.11,173.34,225,59,3,5,9,1,34.0,19.0,8.0,21.142857142857142,10.38313651116674,24.23,Overstock Risk,Regular Demand
2025-09-28,SKU_001,5,STORE_02,0,0,Rainy,32.4,Groceries,89.11,173.34,225,59,3,6,9,1,22.0,24.0,33.0,21.571428571428573,10.341778423094404,14.74,Overstock Risk,Regular Demand
2025-09-29,SKU_001,19,STORE_01,0,0,Clear,15.7,Groceries,89.11,173.34,225,59,3,0,9,0,5.0,20.0,32.0,18.857142857142858,11.964232409262925,20.11,Overstock Risk,Regular Demand
2025-09-30,SKU_001,27,STORE_02,0,0,Sunny,29.5,Groceries,89.11,173.34,225,59,3,1,9,0,19.0,29.0,26.0,18.714285714285715,11.954277975049854,23.57,Overstock Risk,Regular Demand
2025-10-01,SKU_001,18,STORE_02,0,0,Sunny,23.8,Groceries,89.11,173.34,225,59,3,2,10,0,27.0,1.0,11.0,18.428571428571427,11.68841510295762,18.91,Overstock Risk,Regular Demand
2025-10-02,SKU_001,25,STORE_03,0,0,Rainy,19.4,Groceries,89.11,173.34,225,59,3,3,10,0,18.0,21.0,20.0,20.857142857142858,8.896227129680154,21.89,Overstock Risk,Regular Demand
2025-10-03,SKU_001,22,STORE_02,0,0,Stormy,32.5,Groceries,89.11,173.34,225,59,3,4,10,0,25.0,34.0,12.0,21.428571428571427,9.034326074425676,21.61,Overstock Risk,Regular Demand
2025-10-04,SKU_001,27,STORE_03,0,0,Rainy,27.8,Groceries,89.11,173.34,225,59,3,5,10,1,22.0,22.0,19.0,19.714285714285715,7.204495950776988,26.13,Overstock Risk,Regular Demand
2025-10-05,SKU_001,35,STORE_03,0,0,Clear,34.4,Groceries,89.11,173.34,225,59,3,6,10,1,27.0,5.0,24.0,20.428571428571427,7.699721701835357,33.42,Overstock Risk,Regular Demand
2025-10-06,SKU_001,8,STORE_01,0,0,Rainy,29.8,Groceries,89.11,173.34,225,59,3,0,10,0,35.0,19.0,20.0,24.714285714285715,5.794085654478061,11.53,Overstock Risk,Regular Demand
2025-10-07,SKU_001,31,STORE_03,0,0,Clear,33.1,Groceries,89.11,173.34,225,59,3,1,10,0,8.0,27.0,29.0,23.142857142857142,8.474050024015895,25.8,Overstock Risk,Regular Demand
2025-10-08,SKU_001,16,STORE_01,0,0,Rainy,21.7,Groceries,89.11,173.34,225,59,3,2,10,0,31.0,18.0,1.0,23.714285714285715,8.901578244226984,16.76,Overstock Risk,Regular Demand
2025-10-09,SKU_001,11,STORE_03,0,0,Rainy,34.9,Groceries,89.11,173.34,225,59,3,3,10,0,16.0,25.0,21.0,23.428571428571427,9.144345117013442,16.85,Overstock Risk,Regular Demand
2025-10-10,SKU_001,12,STORE_03,1,50,Sunny,32.2,Groceries,89.11,173.34,225,59,3,4,10,0,11.0,22.0,34.0,21.428571428571427,10.212037714663726,15.7,Overstock Risk,Regular Demand
2025-10-11,SKU_001,31,STORE_02,0,0,Sunny,31.9,Groceries,89.11,173.34,225,59,3,5,10,1,12.0,27.0,22.0,20.0,10.80123449734644,28.5,Overstock Risk,Regular Demand
2025-10-12,SKU_001,15,STORE_02,0,0,Clear,21.0,Groceries,89.11,173.34,225,59,3,6,10,1,31.0,35.0,5.0,20.571428571428573,11.32632836737989,17.95,Overstock Risk,Regular Demand
2025-10-13,SKU_001,15,STORE_01,0,0,Stormy,30.5,Groceries,89.11,173.34,225,59,3,0,10,0,15.0,8.0,19.0,17.714285714285715,9.44659172601926,17.07,Overstock Risk,Regular Demand
2025-10-14,SKU_001,11,STORE_02,0,0,Sunny,21.1,Groceries,89.11,173.34,225,59,3,1,10,0,15.0,31.0,27.0,18.714285714285715,8.577378887016057,13.79,Overstock Risk,Regular Demand
2025-10-15,SKU_001,8,STORE_03,0,0,Sunny,26.2,Groceries,89.11,173.34,225,59,3,2,10,0,11.0,16.0,18.0,15.857142857142858,6.986381310057747,10.79,Overstock Risk,Regular Demand
2025-10-16,SKU_001,18,STORE_01,0,0,Sunny,31.0,Groceries,89.11,173.34,225,59,3,3,10,0,8.0,11.0,25.0,14.714285714285714,7.5875838427940305,17.94,Overstock Risk,Regular Demand
2025-10-17,SKU_001,23,STORE_02,1,10,Rainy,27.2,Groceries,89.11,173.34,225,59,3,4,10,0,18.0,12.0,22.0,15.714285714285714,7.476948702830741,20.02,Overstock Risk,Regular Demand
2025-10-18,SKU_001,30,STORE_02,0,0,Rainy,32.0,Groceries,89.11,173.34,225,59,3,5,10,1,23.0,31.0,27.0,17.285714285714285,7.71825294813722,27.01,Overstock Risk,Regular Demand
2025-10-19,SKU_001,40,STORE_01,1,50,Sunny,30.5,Groceries,89.11,173.34,225,59,3,6,10,1,30.0,15.0,35.0,17.142857142857142,7.425823667638323,35.78,Overstock Risk,Temporary Demand Spike
2025-10-20,SKU_001,23,STORE_01,0,0,Stormy,23.4,Groceries,89.11,173.34,225,59,3,0,10,0,40.0,15.0,8.0,20.714285714285715,11.250396818398391,20.33,Overstock Risk,Regular Demand
2025-10-21,SKU_001,30,STORE_02,0,0,Sunny,28.8,Groceries,89.11,173.34,225,59,3,1,10,0,23.0,11.0,31.0,21.857142857142858,10.976164652381565,26.76,Overstock Risk,Regular Demand
2025-10-22,SKU_001,5,STORE_01,0,0,Rainy,16.8,Groceries,89.11,173.34,225,59,3,2,10,0,30.0,8.0,16.0,24.571428571428573,10.162957949618514,8.94,Overstock Risk,Regular Demand
2025-10-23,SKU_001,14,STORE_03,0,0,Clear,17.5,Groceries,89.11,173.34,225,59,3,3,10,0,5.0,18.0,11.0,24.142857142857142,11.006491591004696,18.01,Overstock Risk,Regular Demand
2025-10-24,SKU_001,19,STORE_02,0,0,Clear,34.2,Groceries,89.11,173.34,225,59,3,4,10,0,14.0,23.0,12.0,23.571428571428573,11.47253448977372,16.95,Overstock Risk,Regular Demand
2025-10-25,SKU_001,9,STORE_03,0,0,Clear,19.3,Groceries,89.11,173.34,225,59,3,5,10,1,19.0,30.0,31.0,23.0,11.604596790352806,16.1,Overstock Risk,Regular Demand
2025-10-26,SKU_001,14,STORE_03,0,0,Sunny,15.2,Groceries,89.11,173.34,225,59,3,6,10,1,9.0,40.0,15.0,20.0,12.192894105447929,17.29,Overstock Risk,Regular Demand
2025-10-27,SKU_001,28,STORE_02,0,0,Stormy,22.2,Groceries,89.11,173.34,225,59,3,0,10,0,14.0,23.0,15.0,16.285714285714285,8.47966755862294,25.29,Overstock Risk,Regular Demand
2025-10-28,SKU_001,28,STORE_03,0,0,Clear,26.6,Groceries,89.11,173.34,225,59,3,1,10,0,28.0,30.0,11.0,17.0,9.309493362512647,26.92,Overstock Risk,Regular Demand
2025-10-29,SKU_001,20,STORE_01,0,0,Rainy,28.1,Groceries,89.11,173.34,225,59,3,2,10,0,28.0,5.0,8.0,16.714285714285715,8.864052604279205,18.88,Overstock Risk,Regular Demand
2025-10-30,SKU_001,5,STORE_03,0,0,Clear,28.5,Groceries,89.11,173.34,225,59,3,3,10,0,20.0,14.0,18.0,18.857142857142858,7.221001117771509,8.35,Overstock Risk,Regular Demand
2025-10-31,SKU_001,22,STORE_03,0,0,Sunny,23.0,Groceries,89.11,173.34,225,59,3,4,10,0,5.0,19.0,23.0,17.571428571428573,8.847921466972602,21.22,Overstock Risk,Regular Demand
2025-11-01,SKU_001,64,STORE_01,0,0,Clear,18.6,Groceries,89.11,173.34,225,59,3,5,11,1,22.0,9.0,30.0,18.0,9.000000000000016,53.6,Overstock Risk,Seasonal Demand
2025-11-02,SKU_001,41,STORE_01,0,0,Clear,27.4,Groceries,89.11,173.34,225,59,3,6,11,1,64.0,14.0,40.0,25.857142857142858,18.65858668663993,36.69,Overstock Risk,Seasonal Demand
2025-11-03,SKU_001,33,STORE_01,0,0,Rainy,23.7,Groceries,89.11,173.34,225,59,3,0,11,0,41.0,28.0,23.0,29.714285714285715,18.589551596836007,34.63,Overstock Risk,Seasonal Demand
2025-11-04,SKU_001,10,STORE_02,0,0,Clear,20.9,Groceries,89.11,173.34,225,59,3,1,11,0,33.0,28.0,30.0,30.428571428571427,18.608753700495736,20.06,Overstock Risk,Regular Demand
2025-11-05,SKU_001,39,STORE_02,0,0,Clear,22.6,Groceries,89.11,173.34,225,59,3,2,11,0,10.0,20.0,5.0,27.857142857142858,20.177781274036462,34.93,Overstock Risk,Seasonal Demand
2025-11-06,SKU_001,13,STORE_02,0,0,Clear,19.8,Groceries,89.11,173.34,225,59,3,3,11,0,39.0,5.0,14.0,30.571428571428573,20.22257107670487,23.37,Overstock Risk,Regular Demand
2025-11-07,SKU_001,46,STORE_01,0,0,Clear,17.5,Groceries,89.11,173.34,225,59,3,4,11,0,13.0,22.0,19.0,31.714285714285715,18.705741415532323,40.78,Overstock Risk,Seasonal Demand
2025-11-08,SKU_001,50,STORE_03,0,0,Rainy,18.4,Groceries,89.11,173.34,225,59,3,5,11,1,46.0,64.0,9.0,35.142857142857146,18.82753808856032,41.02,Overstock Risk,Seasonal Demand
2025-11-09,SKU_001,21,STORE_03,0,0,Sunny,34.0,Groceries,89.11,173.34,225,59,3,6,11,1,50.0,41.0,14.0,33.142857142857146,15.741966961263865,30.85,Overstock Risk,Regular Demand
2025-11-10,SKU_001,39,STORE_02,0,0,Clear,20.8,Groceries,89.11,173.34,225,59,3,0,11,0,21.0,33.0,28.0,30.285714285714285,15.892495983055277,37.12,Overstock Risk,Seasonal Demand
2025-11-11,SKU_001,48,STORE_02,1,20,Sunny,24.5,Groceries,89.11,173.34,225,59,3,1,11,0,39.0,10.0,28.0,31.142857142857142,16.221678616680105,42.34,Overstock Risk,Seasonal Demand
2025-11-12,SKU_001,27,STORE_01,0,0,Sunny,32.9,Groceries,89.11,173.34,225,59,3,2,11,0,48.0,39.0,20.0,36.57142857142857,14.199262220941153,29.16,Overstock Risk,Regular Demand
2025-11-13,SKU_001,51,STORE_02,0,0,Clear,21.1,Groceries,89.11,173.34,225,59,3,3,11,0,27.0,13.0,5.0,34.857142857142854,14.576563054307064,45.15,Overstock Risk,Seasonal Demand
2025-11-14,SKU_001,41,STORE_03,0,0,Rainy,27.0,Groceries,89.11,173.34,225,59,3,4,11,0,51.0,46.0,22.0,40.285714285714285,11.9123785158448,34.29,Overstock Risk,Seasonal Demand
2025-11-15,SKU_001,75,STORE_01,0,0,Rainy,16.5,Groceries,89.11,173.34,225,59,3,5,11,1,41.0,50.0,64.0,39.57142857142857,11.659861961120288,62.46,Overstock Risk,Seasonal Demand
2025-11-16,SKU_001,36,STORE_01,0,0,Sunny,22.4,Groceries,89.11,173.34,225,59,3,6,11,1,75.0,21.0,41.0,43.142857142857146,17.66756511641759,37.25,Overstock Risk,Regular Demand
2025-11-17,SKU_001,28,STORE_02,1,50,Stormy,30.4,Groceries,89.11,173.34,225,59,3,0,11,0,36.0,39.0,33.0,45.285714285714285,15.283043825476229,33.58,Overstock Risk,Regular Demand
2025-11-18,SKU_001,18,STORE_03,1,20,Rainy,30.8,Groceries,89.11,173.34,225,59,3,1,11,0,28.0,48.0,10.0,43.71428571428572,16.550068335350176,21.19,Overstock Risk,Regular Demand
2025-11-19,SKU_001,33,STORE_01,0,0,Stormy,22.4,Groceries,89.11,173.34,225,59,3,2,11,0,18.0,27.0,39.0,39.42857142857143,18.963624327091235,31.23,Overstock Risk,Regular Demand
2025-11-20,SKU_001,42,STORE_03,0,0,Stormy,30.7,Groceries,89.11,173.34,225,59,3,3,11,0,33.0,51.0,13.0,40.285714285714285,18.43650622826247,39.52,Overstock Risk,Seasonal Demand
2025-11-21,SKU_001,7,STORE_02,0,0,Rainy,31.5,Groceries,89.11,173.34,225,59,3,4,11,0,42.0,41.0,46.0,39.0,17.869900204906916,17.09,Overstock Risk,Regular Demand
2025-11-22,SKU_001,52,STORE_01,0,0,Rainy,17.3,Groceries,89.11,173.34,225,59,3,5,11,1,7.0,75.0,50.0,34.142857142857146,21.489753926220818,47.88,Overstock Risk,Seasonal Demand
2025-11-23,SKU_001,34,STORE_03,0,0,Clear,28.9,Groceries,89.11,173.34,225,59,3,6,11,1,52.0,36.0,21.0,30.857142857142858,14.971401308590206,38.43,Overstock Risk,Seasonal Demand
2025-11-24,SKU_001,18,STORE_03,0,0,Rainy,29.3,Groceries,89.11,173.34,225,59,3,0,11,0,34.0,28.0,39.0,30.571428571428573,14.875675254781331,23.05,Overstock Risk,Regular Demand
2025-11-25,SKU_001,55,STORE_02,0,0,Sunny,32.3,Groceries,89.11,173.34,225,59,3,1,11,0,18.0,18.0,48.0,29.142857142857142,15.625071428408148,47.44,Overstock Risk,Seasonal Demand
2025-11-26,SKU_001,50,STORE_03,1,10,Sunny,31.9,Groceries,89.11,173.34,225,59,3,2,11,0,55.0,33.0,27.0,34.42857142857143,17.38636575842443,42.08,Overstock Risk,Seasonal Demand
2025-11-27,SKU_001,10,STORE_02,0,0,Sunny,23.0,Groceries,89.11,173.34,225,59,3,3,11,0,50.0,42.0,51.0,36.85714285714285,18.31600913070829,20.66,Overstock Risk,Regular Demand
2025-11-28,SKU_001,24,STORE_03,0,0,Rainy,33.8,Groceries,89.11,173.34,225,59,3,4,11,0,10.0,7.0,41.0,32.285714285714285,20.661673744030544,25.02,Overstock Risk,Regular Demand
2025-11-29,SKU_001,32,STORE_02,0,0,Rainy,23.3,Groceries,89.11,173.34,225,59,3,5,11,1,24.0,52.0,75.0,34.714285714285715,18.02511475427441,35.34,Overstock Risk,Regular Demand
2025-11-30,SKU_001,62,STORE_01,0,0,Clear,32.1,Groceries,89.11,173.34,225,59,3,6,11,1,32.0,34.0,36.0,31.857142857142858,16.33430512172229,56.18,Overstock Risk,Seasonal Demand
2025-12-01,SKU_001,43,STORE_01,0,0,Sunny,17.8,Groceries,89.11,173.34,225,59,3,0,12,0,62.0,18.0,28.0,35.857142857142854,19.97021591794948,37.97,Overstock Risk,Seasonal Demand
2025-12-02,SKU_001,50,STORE_03,0,0,Sunny,29.2,Groceries,89.11,173.34,225,59,3,1,12,0,43.0,55.0,18.0,39.42857142857143,18.419709940325152,50.89,Overstock Risk,Seasonal Demand
2025-12-03,SKU_001,7,STORE_01,0,0,Clear,24.1,Groceries,89.11,173.34,225,59,3,2,12,0,50.0,50.0,33.0,38.71428571428572,17.801819061679087,20.58,Overstock Risk,Regular Demand
2025-12-04,SKU_001,21,STORE_03,0,0,Rainy,26.3,Groceries,89.11,173.34,225,59,3,3,12,0,7.0,10.0,42.0,32.57142857142857,20.476467329246848,23.78,Overstock Risk,Regular Demand
2025-12-05,SKU_001,21,STORE_01,1,50,Sunny,26.7,Groceries,89.11,173.34,225,59,3,4,12,0,21.0,24.0,7.0,34.142857142857146,18.809825193486592,32.29,Overstock Risk,Regular Demand
2025-12-06,SKU_001,70,STORE_01,0,0,Rainy,18.8,Groceries,89.11,173.34,225,59,3,5,12,1,21.0,32.0,52.0,33.714285714285715,19.11120339586428,59.98,Overstock Risk,Seasonal Demand
2025-12-07,SKU_001,59,STORE_01,0,0,Rainy,16.2,Groceries,89.11,173.34,225,59,3,6,12,1,70.0,62.0,34.0,39.142857142857146,23.448017481431613,53.6,Overstock Risk,Seasonal Demand
2025-12-08,SKU_001,32,STORE_03,0,0,Sunny,31.8,Groceries,89.11,173.34,225,59,3,0,12,0,59.0,43.0,18.0,38.71428571428572,22.98343088483732,34.23,Overstock Risk,Regular Demand
2025-12-09,SKU_001,49,STORE_01,0,0,Stormy,16.5,Groceries,89.11,173.34,225,59,3,1,12,0,32.0,50.0,55.0,37.142857142857146,23.017591616186145,44.48,Overstock Risk,Seasonal Demand
2025-12-10,SKU_001,11,STORE_02,0,0,Clear,29.8,Groceries,89.11,173.34,225,59,3,2,12,0,49.0,7.0,50.0,37.0,22.92742171869017,14.52,Overstock Risk,Regular Demand
2025-12-11,SKU_001,21,STORE_03,0,0,Stormy,20.2,Groceries,89.11,173.34,225,59,3,3,12,0,11.0,21.0,10.0,37.57142857142857,22.089644201579613,24.95,Overstock Risk,Regular Demand
