date,sku_id,units_sold,store_id,promotion_active,discount_percentage,weather_condition,temperature_c,category,unit_cost,selling_price,current_stock,reorder_point,lead_time_days
2025-08-10,SKU_008,22,STORE_02,0,0,Stormy,29.6,Apparel,77.29,104.6,103,100,13
2025-08-10,SKU_009,21,STORE_01,0,0,Stormy,29.6,Electronics,13.65,22.2,97,26,5
2025-08-10,SKU_010,10,STORE_03,0,0,Stormy,29.6,Apparel,54.66,105.41,220,66,9
2025-08-10,SKU_011,12,STORE_02,0,0,Stormy,29.6,Home & Kitchen,41.13,78.19,257,73,13
2025-08-10,SKU_012,12,STORE_03,0,0,Stormy,29.6,Home & Kitchen,138.43,215.85,73,53,5
2025-08-10,SKU_013,23,STORE_03,0,0,Stormy,29.6,Groceries,63.38,95.43,292,53,8
2025-08-10,SKU_014,25,STORE_01,0,0,Stormy,29.6,Groceries,114.03,157.27,120,69,7
2025-08-10,SKU_015,27,STORE_01,0,0,Stormy,29.6,Home & Kitchen,28.9,40.43,190,49,3
2025-08-10,SKU_016,25,STORE_01,0,0,Stormy,29.6,Home & Kitchen,66.47,120.94,211,98,3
2025-08-10,SKU_017,8,STORE_03,0,0,Stormy,29.6,Electronics,97.91,176.78,209,72,3
2025-08-10,SKU_018,5,STORE_02,0,0,Stormy,29.6,Groceries,129.16,218.5,226,56,14
2025-08-10,SKU_019,37,STORE_01,0,0,Stormy,29.6,Apparel,107.94,154.53,202,92,8
2025-08-10,SKU_020,28,STORE_03,0,0,Stormy,29.6,Apparel,91.87,157.08,203,69,8
2025-08-11,SKU_001,10,STORE_02,0,0,Rainy,17.3,Groceries,89.11,173.34,225,59,3
2025-08-11,SKU_002,23,STORE_01,0,0,Rainy,17.3,Groceries,93.67,139.52,92,48,10
2025-08-11,SKU_003,32,STORE_03,0,0,Rainy,17.3,Apparel,76.77,144.31,39,57,13
2025-08-11,SKU_004,5,STORE_02,0,0,Rainy,17.3,Apparel,50.71,93.58,178,31,14
2025-08-11,SKU_005,14,STORE_03,0,0,Rainy,17.3,Home & Kitchen,144.78,283.08,13,91,9
2025-08-11,SKU_006,17,STORE_02,0,0,Rainy,17.3,Home & Kitchen,34.27,61.62,116,37,13
2025-08-11,SKU_007,8,STORE_03,0,0,Rainy,17.3,Groceries,63.35,111.77,59,50,13
2025-08-11,SKU_008,21,STORE_02,0,0,Rainy,17.3,Apparel,77.29,104.6,103,100,13
2025-08-11,SKU_009,20,STORE_03,0,0,Rainy,17.3,Electronics,13.65,22.2,97,26,5
2025-08-11,SKU_010,10,STORE_03,0,0,Rainy,17.3,Apparel,54.66,105.41,220,66,9
2025-08-11,SKU_011,13,STORE_03,0,0,Rainy,17.3,Home & Kitchen,41.13,78.19,257,73,13
2025-08-11,SKU_012,6,STORE_01,0,0,Rainy,17.3,Home & Kitchen,138.43,215.85,73,53,5
2025-08-11,SKU_013,7,STORE_02,0,0,Rainy,17.3,Groceries,63.38,95.43,292,53,8
2025-08-11,SKU_014,3,STORE_02,0,0,Rainy,17.3,Groceries,114.03,157.27,120,69,7
2025-08-11,SKU_015,8,STORE_01,0,0,Rainy,17.3,Home & Kitchen,28.9,40.43,190,49,3
2025-08-11,SKU_016,6,STORE_01,0,0,Rainy,17.3,Home & Kitchen,66.47,120.94,211,98,3
2025-08-11,SKU_017,14,STORE_02,0,0,Rainy,17.3,Electronics,97.91,176.78,209,72,3
2025-08-11,SKU_018,7,STORE_01,0,0,Rainy,17.3,Groceries,129.16,218.5,226,56,14
2025-08-11,SKU_019,3,STORE_01,0,0,Rainy,17.3,Apparel,107.94,154.53,202,92,8
2025-08-11,SKU_020,27,STORE_03,0,0,Rainy,17.3,Apparel,91.87,157.08,203,69,8
2025-08-12,SKU_001,21,STORE_02,0,0,Stormy,30.8,Groceries,89.11,173.34,225,59,3
2025-08-12,SKU_002,31,STORE_03,0,0,Stormy,30.8,Groceries,93.67,139.52,92,48,10
2025-08-12,SKU_003,19,STORE_03,0,0,Stormy,30.8,Apparel,76.77,144.31,39,57,13
2025-08-12,SKU_004,17,STORE_02,0,0,Stormy,30.8,Apparel,50.71,93.58,178,31,14
2025-08-12,SKU_005,9,STORE_01,0,0,Stormy,30.8,Home & Kitchen,144.78,283.08,13,91,9
2025-08-12,SKU_006,32,STORE_01,0,0,Stormy,30.8,Home & Kitchen,34.27,61.62,116,37,13
2025-08-12,SKU_007,29,STORE_03,0,0,Stormy,30.8,Groceries,63.35,111.77,59,50,13
2025-08-12,SKU_008,7,STORE_01,0,0,Stormy,30.8,Apparel,77.29,104.6,103,100,13
2025-08-12,SKU_009,20,STORE_02,0,0,Stormy,30.8,Electronics,13.65,22.2,97,26,5
2025-08-12,SKU_010,22,STORE_03,0,0,Stormy,30.8,Apparel,54.66,105.41,220,66,9
2025-08-12,SKU_011,9,STORE_03,0,0,Stormy,30.8,Home & Kitchen,41.13,78.19,257,73,13
2025-08-12,SKU_012,27,STORE_01,0,0,Stormy,30.8,Home & Kitchen,138.43,215.85,73,53,5
2025-08-12,SKU_013,11,STORE_01,0,0,Stormy,30.8,Groceries,63.38,95.43,292,53,8
2025-08-12,SKU_014,27,STORE_01,0,0,Stormy,30.8,Groceries,114.03,157.27,120,69,7
2025-08-12,SKU_015,11,STORE_03,0,0,Stormy,30.8,Home & Kitchen,28.9,40.43,190,49,3
2025-08-12,SKU_016,17,STORE_01,0,0,Stormy,30.8,Home & Kitchen,66.47,120.94,211,98,3
2025-08-12,SKU_017,11,STORE_01,0,0,Stormy,30.8,Electronics,97.91,176.78,209,72,3
2025-08-12,SKU_018,20,STORE_02,0,0,Stormy,30.8,Groceries,129.16,218.5,226,56,14
2025-08-12,SKU_019,25,STORE_01,0,0,Stormy,30.8,Apparel,107.94,154.53,202,92,8
2025-08-12,SKU_020,24,STORE_01,0,0,Stormy,30.8,Apparel,91.87,157.08,203,69,8
2025-08-13,SKU_001,5,STORE_02,0,0,Sunny,22.9,Groceries,89.11,173.34,225,59,3
2025-08-13,SKU_002,13,STORE_03,0,0,Sunny,22.9,Groceries,93.67,139.52,92,48,10
2025-08-13,SKU_003,19,STORE_02,0,0,Sunny,22.9,Apparel,76.77,144.31,39,57,13
2025-08-13,SKU_004,9,STORE_01,0,0,Sunny,22.9,Apparel,50.71,93.58,178,31,14
2025-08-13,SKU_005,19,STORE_01,0,0,Sunny,22.9,Home & Kitchen,144.78,283.08,13,91,9
2025-08-13,SKU_006,8,STORE_03,0,0,Sunny,22.9,Home & Kitchen,34.27,61.62,116,37,13
2025-08-13,SKU_007,25,STORE_02,0,0,Sunny,22.9,Groceries,63.35,111.77,59,50,13
2025-08-13,SKU_008,25,STORE_02,0,0,Sunny,22.9,Apparel,77.29,104.6,103,100,13
2025-08-13,SKU_009,18,STORE_03,0,0,Sunny,22.9,Electronics,13.65,22.2,97,26,5
2025-08-13,SKU_010,3,STORE_01,0,0,Sunny,22.9,Apparel,54.66,105.41,220,66,9
2025-08-13,SKU_011,5,STORE_03,0,0,Sunny,22.9,Home & Kitchen,41.13,78.19,257,73,13
2025-08-13,SKU_012,26,STORE_03,0,0,Sunny,22.9,Home & Kitchen,138.43,215.85,73,53,5
2025-08-13,SKU_013,13,STORE_01,0,0,Sunny,22.9,Groceries,63.38,95.43,292,53,8
2025-08-13,SKU_014,7,STORE_03,0,0,Sunny,22.9,Groceries,114.03,157.27,120,69,7
2025-08-13,SKU_015,13,STORE_03,0,0,Sunny,22.9,Home & Kitchen,28.9,40.43,190,49,3
2025-08-13,SKU_016,16,STORE_01,0,0,Sunny,22.9,Home & Kitchen,66.47,120.94,211,98,3
2025-08-13,SKU_017,20,STORE_01,0,0,Sunny,22.9,Electronics,97.91,176.78,209,72,3
2025-08-13,SKU_018,8,STORE_03,0,0,Sunny,22.9,Groceries,129.16,218.5,226,56,14
2025-08-13,SKU_019,26,STORE_02,0,0,Sunny,22.9,Apparel,107.94,154.53,202,92,8
2025-08-13,SKU_020,24,STORE_02,0,0,Sunny,22.9,Apparel,91.87,157.08,203,69,8
2025-08-14,SKU_001,12,STORE_02,0,0,Rainy,33.0,Groceries,89.11,173.34,225,59,3
2025-08-14,SKU_002,28,STORE_03,0,0,Rainy,33.0,Groceries,93.67,139.52,92,48,10
2025-08-14,SKU_003,10,STORE_02,0,0,Rainy,33.0,Apparel,76.77,144.31,39,57,13
2025-08-14,SKU_004,18,STORE_02,0,0,Rainy,33.0,Apparel,50.71,93.58,178,31,14
2025-08-14,SKU_005,16,STORE_02,0,0,Rainy,33.0,Home & Kitchen,144.78,283.08,13,91,9
2025-08-14,SKU_006,17,STORE_01,0,0,Rainy,33.0,Home & Kitchen,34.27,61.62,116,37,13
2025-08-14,SKU_007,13,STORE_01,0,0,Rainy,33.0,Groceries,63.35,111.77,59,50,13
2025-08-14,SKU_008,22,STORE_03,0,0,Rainy,33.0,Apparel,77.29,104.6,103,100,13
2025-08-14,SKU_009,15,STORE_02,0,0,Rainy,33.0,Electronics,13.65,22.2,97,26,5
2025-08-14,SKU_010,22,STORE_01,0,0,Rainy,33.0,Apparel,54.66,105.41,220,66,9
2025-08-14,SKU_011,17,STORE_03,0,0,Rainy,33.0,Home & Kitchen,41.13,78.19,257,73,13
2025-08-14,SKU_012,8,STORE_03,0,0,Rainy,33.0,Home & Kitchen,138.43,215.85,73,53,5
2025-08-14,SKU_013,19,STORE_02,0,0,Rainy,33.0,Groceries,63.38,95.43,292,53,8
2025-08-14,SKU_014,82,STORE_03,0,0,Rainy,33.0,Groceries,114.03,157.27,120,69,7
2025-08-14,SKU_015,6,STORE_01,0,0,Rainy,33.0,Home & Kitchen,28.9,40.43,190,49,3
2025-08-14,SKU_016,21,STORE_03,0,0,Rainy,33.0,Home & Kitchen,66.47,120.94,211,98,3
2025-08-14,SKU_017,8,STORE_03,0,0,Rainy,33.0,Electronics,97.91,176.78,209,72,3
2025-08-14,SKU_018,22,STORE_02,0,0,Rainy,33.0,Groceries,129.16,218.5,226,56,14
2025-08-14,SKU_019,0,STORE_03,0,0,Rainy,33.0,Apparel,107.94,154.53,202,92,8
2025-08-14,SKU_020,31,STORE_03,0,0,Rainy,33.0,Apparel,91.87,157.08,203,69,8
2025-08-15,SKU_001,24,STORE_02,1,20,Stormy,26.4,Groceries,89.11,173.34,225,59,3
2025-08-15,SKU_002,28,STORE_03,1,20,Stormy,26.4,Groceries,93.67,139.52,92,48,10
2025-08-15,SKU_003,27,STORE_02,1,20,Stormy,26.4,Apparel,76.77,144.31,39,57,13
2025-08-15,SKU_004,25,STORE_03,1,20,Stormy,26.4,Apparel,50.71,93.58,178,31,14
2025-08-15,SKU_005,4,STORE_02,1,20,Stormy,26.4,Home & Kitchen,144.78,283.08,13,91,9
2025-08-15,SKU_006,9,STORE_03,1,20,Stormy,26.4,Home & Kitchen,34.27,61.62,116,37,13
2025-08-15,SKU_007,21,STORE_01,1,20,Stormy,26.4,Groceries,63.35,111.77,59,50,13
2025-08-15,SKU_008,24,STORE_01,1,20,Stormy,26.4,Apparel,77.29,104.6,103,100,13
2025-08-15,SKU_009,30,STORE_02,1,20,Stormy,26.4,Electronics,13.65,22.2,97,26,5
2025-08-15,SKU_010,16,STORE_03,1,20,Stormy,26.4,Apparel,54.66,105.41,220,66,9
2025-08-15,SKU_011,24,STORE_01,1,20,Stormy,26.4,Home & Kitchen,41.13,78.19,257,73,13
2025-08-15,SKU_012,8,STORE_02,1,20,Stormy,26.4,Home & Kitchen,138.43,215.85,73,53,5
2025-08-15,SKU_013,12,STORE_03,1,20,Stormy,26.4,Groceries,63.38,95.43,292,53,8
2025-08-15,SKU_014,17,STORE_02,1,20,Stormy,26.4,Groceries,114.03,157.27,120,69,7
2025-08-15,SKU_015,15,STORE_03,1,20,Stormy,26.4,Home & Kitchen,28.9,40.43,190,49,3
2025-08-15,SKU_016,8,STORE_03,1,20,Stormy,26.4,Home & Kitchen,66.47,120.94,211,98,3
2025-08-15,SKU_017,22,STORE_01,1,20,Stormy,26.4,Electronics,97.91,176.78,209,72,3
2025-08-15,SKU_018,19,STORE_02,1,20,Stormy,26.4,Groceries,129.16,218.5,226,56,14
2025-08-15,SKU_019,10,STORE_03,1,20,Stormy,26.4,Apparel,107.94,154.53,202,92,8
2025-08-15,SKU_020,9,STORE_01,1,20,Stormy,26.4,Apparel,91.87,157.08,203,69,8
2025-08-16,SKU_001,39,STORE_03,0,0,Clear,20.7,Groceries,89.11,173.34,225,59,3
2025-08-16,SKU_002,9,STORE_03,0,0,Clear,20.7,Groceries,93.67,139.52,92,48,10
2025-08-16,SKU_003,31,STORE_02,0,0,Clear,20.7,Apparel,76.77,144.31,39,57,13
2025-08-16,SKU_004,14,STORE_01,0,0,Clear,20.7,Apparel,50.71,93.58,178,31,14
2025-08-16,SKU_005,13,STORE_03,0,0,Clear,20.7,Home & Kitchen,144.78,283.08,13,91,9
2025-08-16,SKU_006,88,STORE_02,0,0,Clear,20.7,Home & Kitchen,34.27,61.62,116,37,13
2025-08-16,SKU_007,26,STORE_02,0,0,Clear,20.7,Groceries,63.35,111.77,59,50,13
2025-08-16,SKU_008,5,STORE_02,0,0,Clear,20.7,Apparel,77.29,104.6,103,100,13
2025-08-16,SKU_009,15,STORE_02,0,0,Clear,20.7,Electronics,13.65,22.2,97,26,5
2025-08-16,SKU_010,41,STORE_01,0,0,Clear,20.7,Apparel,54.66,105.41,220,66,9
2025-08-16,SKU_011,33,STORE_03,0,0,Clear,20.7,Home & Kitchen,41.13,78.19,257,73,13
2025-08-16,SKU_012,23,STORE_01,0,0,Clear,20.7,Home & Kitchen,138.43,215.85,73,53,5
2025-08-16,SKU_013,32,STORE_01,0,0,Clear,20.7,Groceries,63.38,95.43,292,53,8
2025-08-16,SKU_014,15,STORE_03,0,0,Clear,20.7,Groceries,114.03,157.27,120,69,7
2025-08-16,SKU_015,19,STORE_03,0,0,Clear,20.7,Home & Kitchen,28.9,40.43,190,49,3
2025-08-16,SKU_016,15,STORE_03,0,0,Clear,20.7,Home & Kitchen,66.47,120.94,211,98,3
2025-08-16,SKU_017,36,STORE_02,0,0,Clear,20.7,Electronics,97.91,176.78,209,72,3
2025-08-16,SKU_018,11,STORE_03,0,0,Clear,20.7,Groceries,129.16,218.5,226,56,14
2025-08-16,SKU_019,13,STORE_01,0,0,Clear,20.7,Apparel,107.94,154.53,202,92,8
2025-08-16,SKU_020,17,STORE_02,0,0,Clear,20.7,Apparel,91.87,157.08,203,69,8
2025-08-17,SKU_001,18,STORE_02,0,0,Rainy,17.3,Groceries,89.11,173.34,225,59,3
2025-08-17,SKU_002,17,STORE_01,0,0,Rainy,17.3,Groceries,93.67,139.52,92,48,10
2025-08-17,SKU_003,9,STORE_02,0,0,Rainy,17.3,Apparel,76.77,144.31,39,57,13
2025-08-17,SKU_004,80,STORE_02,0,0,Rainy,17.3,Apparel,50.71,93.58,178,31,14
2025-08-17,SKU_005,12,STORE_03,0,0,Rainy,17.3,Home & Kitchen,144.78,283.08,13,91,9
2025-08-17,SKU_006,14,STORE_01,0,0,Rainy,17.3,Home & Kitchen,34.27,61.62,116,37,13
2025-08-17,SKU_007,19,STORE_03,0,0,Rainy,17.3,Groceries,63.35,111.77,59,50,13
2025-08-17,SKU_008,34,STORE_02,0,0,Rainy,17.3,Apparel,77.29,104.6,103,100,13
2025-08-17,SKU_009,18,STORE_01,0,0,Rainy,17.3,Electronics,13.65,22.2,97,26,5
2025-08-17,SKU_010,37,STORE_01,0,0,Rainy,17.3,Apparel,54.66,105.41,220,66,9
2025-08-17,SKU_011,20,STORE_01,0,0,Rainy,17.3,Home & Kitchen,41.13,78.19,257,73,13
2025-08-17,SKU_012,29,STORE_03,0,0,Rainy,17.3,Home & Kitchen,138.43,215.85,73,53,5
2025-08-17,SKU_013,20,STORE_01,0,0,Rainy,17.3,Groceries,63.38,95.43,292,53,8
2025-08-17,SKU_014,22,STORE_02,0,0,Rainy,17.3,Groceries,114.03,157.27,120,69,7
2025-08-17,SKU_015,9,STORE_01,0,0,Rainy,17.3,Home & Kitchen,28.9,40.43,190,49,3
2025-08-17,SKU_016,10,STORE_02,0,0,Rainy,17.3,Home & Kitchen,66.47,120.94,211,98,3
